Code,Name,Market,recommendationKey,sharesOutstanding,averageVolume10days,averageVolume,heldPercentInstitutions,shortRatio,sharesPercentSharesOut,marketCap,currentPrice,fiftyDayAverage,twoHundredDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,SandP52WeekChange,52WeekChange,ytdReturn,fiveYearAverageReturn,beta,totalRevenue,grossProfits,revenuePerShare,ebitdaMargins,debtToEquity,operatingCashflow,freeCashflow,totalCashPerShare,currentRatio,quickRatio,returnOnAssets,returnOnEquity,grossMargins,operatingMargins,profitMargins,totalCash,totalDebt,priceToBook,enterpriseValue,enterpriseToRevenue,enterpriseToEbitda,trailingEps,priceToSalesTrailing12Months,trailingPE,dividendYield,dividendRate,revenueGrowth,earningsGrowth,earningsQuarterlyGrowth,revenueQuarterlyGrowth,heldPercentInsiders,BPS,목표주가,추정EPS,추정PER,ROE,동종업계ROE,동종업계enterpriseToEbitda,동종업계dividendYield,동종업계trailingEps,동종업계trailingPE,5년평균dividendYield,EBITDAPS,동종업계_대비_PER,dividend,growth,value,business,finance,performance,volitality
005930,삼성전자,KOSPI,4.0,5969780224.0,15819172.0,13878613.0,0.47631,4.28,0.0001237574872572,452548859265024.0,68000.0,71160.0,64285.0,73600.0,0.0,0.061902404,15.025042999999998,24.59,16.247999999999998,0.95,3022314.0,433766.0,39878.17,0.19594999,26.40592124698661,621813.0,5416.0,8322.03165541526,13.156,9.287,12.72,17.07,0.31972998,0.06079,0.13136,496807.0,936749.0,1.09,374294588686336.0,1.381,4.62,8057,1.6698612,8.55,2.1,1444,8.092350345916808,39.458095491061805,-84.47039319566079,-22.276292815360943,0.10568,57822,91364.0,1504.0,45.2,17.07,12.95,5.49,1.74,27936.99,9.59,2.87,12143.0,-1.0399999999999991,C,C,C,B,F,A+,C
373220,LG에너지솔루션,KOSPI,4.0,234000000.0,462840.0,383132.0,0.09387,17.29,0.0003587222222222,133244288761856.0,556000.0,565040.0,547310.0,629000.0,0.0,0.061902404,17.161012,26.98,26.98,0.99,255986.0,12137.0,128204.68,0.11021,85.97587623459488,-5798.0,-72175.0,25376.06837606838,1.535,0.871,2.51,5.75,0.1603,0.049590003,0.0347,59380.0,177057.0,5.44,135256086675456.0,4.508,34.66,3306,4.440976,167.27,0.0,0,43.39426055489891,-16.141520593612217,148.01412180052958,101.4393293876517,0.85213,80052,755957.0,8013.0,69.4,5.75,12.95,5.49,1.74,27936.99,9.59,0.0,13172.0,157.68,E,B,A,B,H,D,C
000660,SK하이닉스,KOSPI,4.0,708217024.0,4628225.0,3960678.0,0.40008,2.0,7.194404860846723e-05,84220793847808.0,118500.0,116016.0,94370.5,129000.0,0.0,0.061902404,27.009642,58.0,21.454,1.17,446216.0,68094.0,54607.414,0.38006002,64.11862759813874,147805.0,-65070.0,7027.5068677253375,1.669,0.611,2.24,3.56,0.22850999,0.01446,-0.06215,49770.0,405810.0,0.83,106149797953536.0,2.827,3.48,3242,2.2426567,36.55,1.01,1200,3.776472284628516,-76.68829683242862,-230.3898330727721,-58.14227070427865,0.20546,92004,142952.0,-10753.0,-11.0,3.56,12.95,5.49,1.74,27936.99,9.59,1.4620000000000002,28792.0,26.96,D,C,B,C,H,A,B
207940,삼성바이오로직스,KOSPI,4.0,71174000.0,107980.0,64364.0,0.14091,3.35,2.333717368702054e-05,57081549815808.0,802000.0,763120.0,803030.0,922000.0,0.0,0.061902404,-11.725664,-2.8,20.262,0.67,30013.0,9836.0,45224.754,0.4253,84.56341476988146,9530.0,-53314.0,12515.80633377357,1.574,0.763,6.5,11.42,0.48978,0.31111,0.24693,8908.0,75976.0,6.5,55924337147904.0,17.417,45.23,11442,17.777355,69.74,0.0,0,91.4094387755102,102.76930894308944,-3.4717494894486043,40.99354586348523,0.75171,126233,1071000.0,11163.0,71.8,11.42,8.16,28.47,0.26,6242.01,48.89,0.0,18442.0,20.849999999999994,E,A,B,A,H,D,C
005490,POSCO홀딩스,KOSPI,3.9,75876200.0,2944335.0,1697713.0,0.30222,8.45,0.001326885110219,45373968089088.0,598000.0,461190.0,355920.0,764000.0,0.0,0.061902404,132.29573,115.91,25.98,1.01,847502.0,48501.0,1091541.1,0.0851,68.91725343046548,61868.0,-3431.0,106137.36586703078,2.198,1.437,3.75,6.11,0.0733,0.0397,0.02607,80533.0,401494.0,0.43,59612682256384.0,0.72,4.09,41456,0.54804105,14.4,2.01,12000,11.027965880760831,-50.52043524784947,-55.933714405579735,-9.17232555850802,0.01905,692323,707667.0,37348.0,16.0,6.11,7.69,4.67,3.45,11392.07,6.29,4.364,99067.0,8.11,B,C,C,B,G,B,B
051910,LG화학,KOSPI,4.0,70592304.0,399881.0,287432.0,0.36433,6.5,0.0001879241680509,47718391087104.0,634000.0,688300.0,687460.0,857000.0,0.0,0.061902404,-4.2553186,5.0,25.646,1.61,518649.0,29957.0,701671.75,0.112849995,81.3548695209052,5699.0,-73772.0,120379.97796473675,1.669,0.918,3.69,6.94,0.17924,0.04861,0.029790001,84979.0,304927.0,1.49,67574964420608.0,1.234,9.05,23670,0.8714708,26.62,1.59,10000,21.750592145880333,-44.47254609373024,-6.6128358624530135,18.804075196692786,0.33368,445524,897421.0,24057.0,26.4,6.94,8.02,7.44,2.25,9097.35,11.99,1.438,81652.0,14.63,D,C,C,B,G,B,C
006400,삼성SDI,KOSPI,4.0,65433100.0,293821.0,214263.0,0.43203,7.97,0.000246282080476,41121291960320.0,622000.0,692580.0,696510.0,801000.0,0.0,0.061902404,2.4232626,7.28,35.134,1.3,201241.0,18080.0,320452.25,0.15826,75.73689560040656,26411.0,2242.0,39953.78485812226,1.18,0.759,7.27,12.52,0.20143,0.08685,0.09495,26143.0,130400.0,2.47,45593036587008.0,2.128,13.41,29191,1.9189116,21.72,0.16,1030,48.48227724817755,63.09980806142035,28.06727322856355,32.23687459870598,0.20416,251948,943750.0,29195.0,21.3,12.52,12.95,5.49,1.74,27936.99,9.59,0.2719999999999999,46480.0,12.13,E,B,C,B,H,D,C
005380,현대차,KOSPI,4.0,202876000.0,699789.0,594572.0,0.22792,4.89,8.826080955854807e-05,44082772574208.0,188400.0,200154.0,182374.0,211500.0,0.0,0.061902404,-1.8652856,25.43,13.512,0.76,1425275.0,98198.0,715757.1,0.0,181.3556077516736,106273.0,-25556.0,102845.58055166702,78.602,59.352,3.26,9.36,0.0,0.08154,0.0,208649.0,1648459.0,0.5,140095818563584.0,0.897,8.49,28521,0.2821157,6.64,3.7,7000,21.18593051986811,40.23291352690099,92.3821312028806,24.68793937673688,0.31033,407147,285227.0,43012.0,4.4,9.36,6.82,7.88,2.74,7323.79,9.26,3.058,53685.0,-2.62,C,B,D,C,B,A,C
035420,NAVER,KOSPI,4.0,150564000.0,1987059.0,896211.0,0.35969,1.63,0.0001379214154778,33876900577280.0,225000.0,202814.0,197480.5,271000.0,0.0,0.061902404,-14.953274,28.17,22.836,1.29,82201.0,13047.0,57233.86,0.22253999,44.55678605390976,14534.0,-7252.0,18093.30251587365,1.003,0.719,1.99,3.29,1.0,0.15405,0.07442,27242.0,104487.0,1.23,35130347356160.0,4.059,15.99,5007,3.914007,45.44,0.4,914,20.571755456465617,-95.91445356119824,80.8832807570978,17.699677387818944,0.00058,151646,289842.0,5994.0,37.5,3.29,5.75,10.61,0.93,7358.71,26.73,0.25,11372.0,18.71,E,B,B,B,H,D,C
003670,포스코퓨처엠,KOSPI,3.9,77419504.0,1189836.0,1114739.0,0.12991,9.24,0.0006715232895317,34993615142912.0,452000.0,418220.0,288523.0,694000.0,0.0,0.061902404,184.11214,153.33,85.44250000000001,1.34,33019.0,1659.0,48732.477,0.06929,74.95661359692146,-610.0,-8813.0,3634.7429970618255,2.202,1.164,2.85,4.87,0.091129996,0.04257,0.03212,2814.0,19868.0,5.63,36806577881088.0,9.756,57.27,1527,9.275769,298.62,0.07,300,65.96632319678312,-8.89387144992526,11.666666666666666,70.80950947938611,0.6372,31922,547000.0,3056.0,147.9,4.87,12.95,5.49,1.74,27936.99,9.59,0.408,3332.0,289.03000000000003,E,B,A,B,G,D,B
000270,기아,KOSPI,4.0,395081984.0,1446978.0,1229388.0,0.27907,17.01,0.0004074926382874,31171968761856.0,78900.0,84326.0,76244.5,91900.0,0.0,0.061902404,-2.3514867,33.05,21.846,0.75,865590.0,72331.0,229638.64,0.11889,87.3543264257265,93332.0,65695.0,29244.563072762136,1.317,0.91,7.7,14.57,0.21481001,0.09251001,0.07069,115540.0,343679.0,0.61,18896545382400.0,0.206,2.49,13495,0.33922228,5.85,4.44,3500,23.89926484060096,13.627292397537971,105.287623474724,29.05399516266097,0.37761003,98117,125000.0,22559.0,3.5,14.57,6.82,7.88,2.74,7323.79,9.26,3.2840000000000003,23820.0,-3.41,C,B,D,B,G,A,C
035720,카카오,KOSPI,4.0,444983008.0,2729871.0,1756744.0,0.19804001,4.21,0.0001035230540758,23920270901248.0,52600.0,52143.0,56869.0,84300.0,0.0,0.061902404,-36.91756,-0.56,38.664,1.52,71068.0,5803.0,16492.2,0.152,69.6990075303542,6784.0,-4505.0,10867.605982833396,1.453,1.368,4.65,13.54,0.92595,0.06836,0.017690001,48359.0,94316.0,2.37,24988381872128.0,3.473,23.4,3106,3.3243508,17.0,0.11,60,15.808170515097691,-35.4513424857247,-95.17434384691022,5.364170248834534,0.30125,22893,70722.0,840.0,62.6,13.54,5.75,10.61,0.93,7358.71,26.73,0.08,2608.0,-9.73,E,C,D,C,G,D,C
068270,셀트리온,KOSPI,4.0,141922000.0,480625.0,520751.0,0.19402,5.0,0.0002422739251137,22154024321024.0,156100.0,156058.0,163357.17,206730.77,0.0,0.061902404,-24.190116,-3.49,4.8,0.88,22840.0,6472.0,16402.766,0.39481,37.8409994852838,9.0,-3821.0,3883.8235086878703,2.015,1.598,9.38,13.35,0.45297,0.29802,0.24875,5512.0,16174.0,5.06,21849301843968.0,9.297,27.24,3751,9.426963,41.3,0.24,375,20.629555297348684,-8.929170862705606,37.87128712871287,8.536142390119869,0.23176001,28937,219000.0,4365.0,35.8,13.35,8.16,28.47,0.26,6242.01,48.89,0.295,5973.0,-7.590000000000003,E,C,C,A,F,D,D
012330,현대모비스,KOSPI,4.0,91110200.0,225583.0,194997.0,0.28455,7.63,0.0002922504834804,20818681659392.0,228500.0,229840.0,218802.5,250000.0,0.0,0.061902404,3.999996,16.71,5.928000000000001,0.73,519063.0,20265.0,603836.4,0.05367,46.54910652884605,21541.0,-6423.0,44870.93651424319,2.135,1.672,4.65,6.8,0.11171,0.03726,0.0508,40882.0,175991.0,0.49,14113268826112.0,0.255,6.47,27163,0.37670606,8.61,1.71,4000,24.46897285994504,5.278306878306879,61.57389635316699,29.70233989494349,0.31472,410816,296500.0,36263.0,6.3,6.8,6.82,7.88,2.74,7323.79,9.26,1.762,30951.0,-0.6500000000000004,D,B,C,B,F,D,D
105560,KB금융,KOSPI,4.0,384248000.0,1366244.0,1178965.0,0.45931998,3.85,9.421779683954112e-05,19750346293248.0,51400.0,48651.0,50213.0,60700.0,0.0,0.061902404,-2.6819944,4.74,2.64,0.88,207885.0,56389.0,34961.438,0.0,1312.429169125897,56861.0,-6423.0,68087.53721554829,112.471,8.263,0.61,9.17,0.0,0.45805,0.33611,261625.0,6515279.0,0.4,66143666569216.0,4.804,2.11231385974918e+17,10955,1.4345247,4.64,5.81,2950,50.88173992151751,-4.817078733692181,2.397377228331398,19.45562954932631,0.022939999,124124,63912.0,12359.0,4.2,9.17,8.42,3.05,4.32,4652.33,5.53,4.856,120321.0,-0.8900000000000006,B,B,D,A,E,A,D
028260,삼성물산,KOSPI,4.0,162168992.0,242503.0,237032.0,0.17922,6.38,4.88071110413019e-05,17011397623808.0,104100.0,105262.0,111924.0,127000.0,0.0,0.061902404,-16.129035,-8.37,0.6540000000000006,1.0,431617.0,25285.0,262401.22,0.07727,84.52420058753414,26183.0,800265011200.0,25901.37576978957,1.242,0.882,4.46,7.16,0.14637999,0.06138,0.050279997,42004.0,270174.0,0.74,21722713554944.0,0.506,8.45,12460,0.39597717,8.35,2.21,2300,25.26904502078061,39.139467497676456,15.81947011706716,-1.926300564192457,0.43493998,164524,166000.0,12249.0,8.5,7.16,6.36,7.09,2.41,6625.56,10.13,2.194,16739.0,-1.7800000000000011,D,C,C,B,H,D,D
055550,신한지주,KOSPI,3.9,518347008.0,1364649.0,1156820.0,0.33333,4.0,6.921810957959654e-05,18038476767232.0,34800.0,34430.0,36552.25,44900.0,0.0,0.061902404,-3.3057870000000005,-0.28,-1.2819999999999996,0.69,201087.0,58881.0,49360.203,0.0,1221.8834587642575,75926.0,18624100000000.0,46303.73018377681,108.149,7.729,0.71,9.7,0.0,0.101210006,0.07396,240014.0,6247539.0,0.38,46973444947968.0,0.758,2.610768013149185e+17,8454,0.2909018,4.15,5.88,2065,23.49628255380881,15.065895054223605,-0.443474588202168,31.568654455309183,0.05047,95206,45529.0,8974.0,3.9,9.7,8.42,3.05,4.32,4652.33,5.53,4.838,93262.0,-1.38,B,C,D,B,E,A,E
096770,SK이노베이션,KOSPI,4.0,87024400.0,1319319.0,876934.0,0.23527999,8.83,0.000497078980148,16814197178368.0,190500.0,183418.4,173694.61,226279.19,0.0,0.061902404,-3.879094,25.92,5.252000000000001,1.31,780569.0,39173.0,919732.8,0.05545,189.2093295413965,4066.0,-6942719737856.0,108924.62343894356,1.124,0.683,3.25,8.49,0.074310005,0.03266,0.00796,94791.0,439766.0,0.69,38490926481408.0,0.476,5.95,18214,0.2077409,10.48,3.06,5840,66.59815509653515,287.96315250767657,-108.9951438177064,-5.918524212144504,0.34946,229593,240459.0,6524.0,29.2,8.49,8.02,7.44,2.25,9097.35,11.99,3.23,60935.0,-1.5099999999999998,C,A,C,C,H,B,D
066570,LG전자,KOSPI,4.0,162884992.0,1065618.0,825302.0,0.26213,11.11,0.0005177518135004,17352653537280.0,101900.0,120304.0,106872.0,132400.0,0.0,0.061902404,3.663361,21.04,17.782,1.2,834673.0,35510.0,463433.25,0.073920004,145.22541348034855,31078.0,6335300000000.0,38815.11686478764,3.539,2.022,3.43,6.61,0.2325,0.03742,0.00492,63224.0,326641.0,0.82,25508104372224.0,0.306,3.67,6640,0.20829967,15.77,0.67,700,12.934053147155923,31.6678445229682,-60.99214846538187,-3.2944286025559646,0.33733,116599,152235.0,9079.0,11.2,6.61,12.95,5.49,1.74,27936.99,9.59,0.912,36144.0,6.18,E,C,C,C,F,A,C
047050,포스코인터내셔널,KOSPI,4.0,170154000.0,10383636.0,5125908.0,0.12133,4.85,0.0021622353867672,15484013510656.0,91000.0,50869.0,30502.0,96700.0,0.0,0.061902404,294.67850000000004,293.81,65.85400000000001,1.03,379896.0,9025.0,269383.22,0.03876,184.58425229076192,12333.0,978835079168.0,7626.620590758959,1.284,0.929,5.2,15.79,0.0454,0.02641,0.01676,12977.0,81182.0,0.7,20773045534720.0,0.571,4.94,4780,0.42557287,18.62,1.12,1000,11.902300221803946,69.6774193548387,17.290006131207846,-16.19906580712852,0.70893997,32288,64667.0,4311.0,21.1,15.79,6.36,7.09,2.41,6625.56,10.13,3.968,10562.0,8.49,B,C,C,C,G,D,B
032830,삼성생명,KOSPI,3.9,179575008.0,150555.0,193549.0,0.16860001,9.42,4.846999644850357e-05,12588208357376.0,70100.0,68008.0,67926.5,74700.0,0.0,0.061902404,13.078153,-0.14,-2.1740000000000004,0.64,188756.0,13866.0,201099.28,0.01977,1208.1734489107723,-13615.0,-201272720359424.0,37141.58264161124,50.503,49.071,0.52,5.27,0.32384998,0.00748,0.05599,66697.0,2919974.0,0.58,-164880925589504.0,-4.566,-2.4277017679243846e+17,8817,0.3485845,8.04,4.23,3000,14.971592771764383,7.704825686924954,144.57313037723364,7.338226917579288,0.51875997,124081,85571.0,11185.0,6.3,5.27,9.02,,3.71,4283.46,6.38,3.7760000000000007,121961.0,1.6599999999999993,B,B,C,B,D,D,D
003550,LG,KOSPI,4.0,154586000.0,256676.0,194750.0,0.32007,5.27,6.980580388909732e-05,13045677948928.0,83200.0,86890.0,84401.0,98000.0,0.0,0.061902404,0.71942806,7.55,5.220000000000001,1.01,71860.0,19414.0,44407.918,0.25585,12.958275838409406,6410.0,909686734848.0,6796.863881593417,2.139,1.649,7.65,8.48,0.28808,0.22983,0.15611,10507.0,33995.0,0.49,11973051809792.0,1.698,6.25,12422,1.8505728,6.76,3.57,3000,4.767458813238081,-21.1698956780924,-65.45724907063197,-7.6449173900868095,0.41702998,164082,124286.0,11615.0,7.2,8.48,8.42,3.05,4.32,4652.33,5.53,3.302,13223.0,1.2299999999999995,C,C,C,A,F,D,D
323410,카카오뱅크,KOSPI,3.6,476235008.0,3168354.0,1427415.0,0.13858,5.25,0.0001120350228431,13215521046528.0,27750.0,25524.0,25205.75,33500.0,0.0,0.061902404,-15.384614,15.43,-21.69,1.59,12939.0,3532.0,2427.262,0.0,591.4332207660409,18780.0,3585400000000.0,2900.878719105001,84.867,4.179,0.7,4.68,0.0,0.4066,0.25756,13815.0,338010.0,2.03,1283153461248.0,1.109,5.09745244313204e+16,553,11.416735,50.72,0.29,80,50.79350173725232,28.907398334149924,52.54491017964072,65.6323877068558,0.70162004,11988,30182.0,704.0,39.4,4.68,8.53,,1.63,2083.57,13.62,0.33,11988.0,37.1,E,B,B,A,E,D,D
015760,한국전력,KOSPI,3.7,641964032.0,1023550.0,1335802.0,0.45551997,2.37,4.851829455766145e-05,12376141201408.0,19030.0,19511.8,19157.45,22750.0,0.0,0.061902404,-11.14679,-11.15,-9.86,0.75,712579.0,-326552.0,118990.8,-0.24191,459.05553055573415,-234775.0,-24070955466752.0,5038.911588118383,0.61,0.318,-10.96,-46.9,-0.36885,-0.4067,-0.30712,32348.0,1928047.0,0.35,139415921885184.0,1.825,-2.845244383850768e+18,-38113,0.16201723,0.0,0.0,0,17.444654676828144,368.3852289285989,-17.123137413726187,31.15809549261727,0.19417,63158,23333.0,-10269.0,-1.9,-46.9,-33.85,,0.27,-28238.01,-0.69,4.44,-31456.0,0.69,B,A,D,D,I,E,E
329180,HD현대중공업,KOSPI,3.9,88773104.0,125736.0,163933.0,0.10426,18.92,0.0001501242989092,11928813436928.0,132000.0,133292.0,115578.0,151000.0,0.0,0.061902404,-4.412812,15.78,18.815,0.99,90455.0,-2892.0,109005.234,0.01604,208.0562804947237,712.0,228206624768.0,8382.043281938186,0.89,0.249,-2.24,-6.47,0.0385,-0.010779999,-0.02033,7441.0,110016.0,1.95,13734392102912.0,1.419,-3.102403609487495e+18,-3966,1.2327313,0.0,0.0,0,8.833756452059244,-56.75509702775731,-137.2488408037094,41.47737765466297,0.78606004,59566,169692.0,2183.0,60.5,-6.47,6.82,7.88,2.74,7323.79,9.26,0.0,-393.0,-9.26,E,C,D,C,H,D,C
033780,KT&G,KOSPI,3.9,116280000.0,333503.0,296084.0,0.40363,19.17,0.0003922170622635,9883799781376.0,85000.0,82836.0,88345.0,100000.0,0.0,0.061902404,2.8220892,-8.42,-3.306,0.13,58514.0,12677.0,49223.824,0.2534,31.448079841001856,8879.0,-40702865408.0,12048.503611971104,2.313,1.325,8.4,11.0,0.50023,0.21408,0.1749,14010.0,29431.0,1.19,8371919912960.0,1.432,8.44,8489,1.6911258,9.87,5.97,5000,11.915691224848905,3.4472113603622145,4.100227790432802,-0.491943533437901,0.029679999,80114,107273.0,6485.0,13.1,11.0,9.89,6.68,1.88,12256.92,10.91,5.19,10875.0,-1.040000000000001,B,C,C,A,G,D,D
000810,삼성화재,KOSPI,4.0,39828300.0,72446.0,80608.0,0.50955003,11.37,0.0002858269120198,10352388472832.0,248000.0,233810.0,215410.0,253500.0,0.0,0.061902404,23.267329,24.5,-0.2479999999999997,0.52,206419.0,16061.0,536570.75,0.08041,699.0236833763529,3990.0,-51941161828352.0,20151.500315102578,52.66,50.27,1.4,9.67,0.21187,0.068670005,0.059970003,8026.0,771827.0,0.81,-36910848278528.0,-1.618,-5948459524768235.0,30113,0.45386574,8.27,5.54,13800,5.482259667898037,14.13710322752734,36.56201291471833,-13.855363366464438,0.03522,276525,298200.0,40457.0,6.1,9.67,9.02,,3.71,4283.46,6.38,5.0600000000000005,247139.0,1.89,B,C,C,B,C,B,D
086790,하나금융지주,KOSPI,4.0,288016992.0,1366713.0,987357.0,0.51014,1.79,9.10119914036183e-05,10915843932160.0,37900.0,39728.0,42769.0,53300.0,0.0,0.061902404,-5.603987,-9.87,1.825,0.91,158766.0,46903.0,84732.484,0.0,1420.2830655096757,250638.0,43373300000000.0,138030.74507492947,99.993,12.614,0.68,10.06,0.0,0.62543,0.1516,397552.0,5314543.0,0.34,-29008620158976.0,-1.175,-6.75919675772705e+16,11803,0.44207072,3.21,8.84,3350,69.97970142377956,1.1056511056511056,21.28334062090074,63.42116788321168,0.06632,124935,53806.0,12581.0,3.0,10.06,8.42,3.05,4.32,4652.33,5.53,6.326,123609.0,-2.3200000000000003,A,B,D,A,E,A,D
009150,삼성전기,KOSPI,4.0,72693696.0,723545.0,396622.0,0.19734,5.46,0.0001649386488754,11778812542976.0,149900.0,147580.0,143897.0,165000.0,0.0,0.061902404,11.439109,15.71,11.184,1.28,94246.0,11828.0,116874.52,0.19593,42.9414440761682,15754.0,-45142839296.0,23070.77631600957,0.954,0.617,9.49,13.75,0.22333999,0.10328,0.08795,16771.0,33037.0,1.32,11441219305472.0,1.296,4.89,12977,1.334022,11.64,1.39,2100,-2.58811369509044,8.531789381691064,-57.77934936350778,-9.574034859097573,0.23701,103702,187211.0,8399.0,17.9,13.75,12.95,5.49,1.74,27936.99,9.59,2.516,26567.0,2.0500000000000007,C,C,C,B,H,D,C
034730,SK,KOSPI,4.0,55201900.0,140775.0,158043.0,0.1767,2.48,3.791536160893013e-05,8346527072256.0,151200.0,155612.0,180260.5,239500.0,0.0,0.061902404,-33.479214,-19.58,-9.47,1.16,1345516.0,80047.0,2461611.0,0.10897,170.8663840643487,76777.0,-5325591150592.0,387557.3123388869,1.839,1.052,2.2,5.13,0.09856,0.04476,-1.0000001e-05,213939.0,1226971.0,0.6,115654216646656.0,0.843,7.05,19547,0.060824655,7.78,3.29,5000,38.42230285472672,-30.48949333146392,-100.21991203518591,6.301175721051486,0.26077,391404,248125.0,8268.0,18.3,5.13,8.42,3.05,4.32,4652.33,5.53,1.062,224697.0,2.25,D,C,C,C,G,B,E
034020,두산에너빌리티,KOSPI,4.0,640465024.0,5021716.0,5899136.0,0.16171,10.73,0.0004493953443428,11451172388864.0,16880.0,17781.4,16641.7,23050.0,0.0,0.061902404,-16.25616,10.39,33.504,1.31,154211.0,11061.0,25856.693,0.104119994,128.66184538158586,6251.0,69226029056.0,2179.353981397117,0.984,0.556,-1.94,-11.7,0.16754,0.07576,-0.040359996,13958.0,129695.0,1.38,17951411404800.0,1.09,10.43,-1245,0.6953491,0.0,0.0,0,40.30789107352446,-170.17652524001238,1451.8181818181818,31.57294956533064,0.32996,11146,21500.0,747.0,22.6,-11.7,1.81,8.71,1.66,478.15,73.92,0.0,2542.0,-73.92,E,B,F,C,H,D,C
018260,삼성에스디에스,KOSPI,4.0,77350200.0,259822.0,156925.0,0.18469,5.39,0.0001003488032351,10832927784960.0,136700.0,125498.0,123676.5,143000.0,0.0,0.061902404,1.2686609999999998,10.33,-7.258,0.97,172348.0,9161.0,212593.84,0.08379,41.16570213771112,12898.0,307466305536.0,17997.36781546783,1.639,1.447,10.06,14.23,0.11221,0.050809998,0.06718,13921.0,34855.0,1.16,6536443723776.0,0.397,6.83,14218,0.65876997,9.54,2.36,3200,26.4468085106383,78.40227344490054,1.908023483365949,-18.86198258380055,0.51014,106311,168600.0,9746.0,14.0,14.23,5.75,10.61,0.93,7358.71,26.73,0.0,18458.0,-17.19,E,C,E,B,G,D,D
352820,하이브,KOSPI,4.0,41649100.0,405782.0,309467.0,0.15839,12.55,0.0016459179189946,10682993999872.0,256500.0,275460.0,211947.5,312500.0,0.0,0.061902404,43.76731,49.57,39.87,1.71,17762.0,2369.0,45988.45,0.19622,66.3024550141701,3471.0,406295281664.0,12763.781210158202,3.202,2.997,1.0,1.87,0.4713,0.1328,0.02317,5316.0,19418.0,2.59,10833354555392.0,5.696,20.61,1265,5.6172633,205.14,0.0,0,41.42845767975157,-65.9090909090909,-25.0814332247557,44.07017543859649,0.56625,66995,340714.0,6214.0,41.3,1.87,5.75,10.61,0.93,7358.71,26.73,1.536,8604.0,178.41,D,B,A,C,F,D,B
138040,메리츠금융지주,KOSPI,4.0,198903008.0,444672.0,672210.0,0.12882,1.87,2.603278880528544e-05,9587125125120.0,48200.0,45212.0,41211.75,51100.0,0.0,0.061902404,69.520545,15.93,69.36,1.16,29464.0,22009.0,139306.67,0.0,1457.4002249869875,69302.0,1369802276864.0,16973.09675678711,0.973,0.595,1.88,30.32,0.0,0.28564,0.06603,33760.0,868013.0,1.58,289957445632.0,0.016,2139935739980010.5,8406,0.5326727,5.89,0.21,105,97.49751604048431,18.594563331405435,17.11332312404288,25.28485039099916,0.46738997,27050,56000.0,10489.0,4.6,30.32,8.42,3.05,4.32,4652.33,5.53,5.126,26951.0,0.3599999999999994,B,B,C,A,H,D,B
042660,한화오션,KOSPI,3.6,216856992.0,1137894.0,1449961.0,0.045739997,16.6,0.00060302413491,10549909782528.0,46450.0,39390.0,26765.25,49900.0,0.0,0.061902404,111.83295,140.9,17.432000000000002,0.9,48602.0,-16136.0,47117.785,-0.20993,1542.3758389261743,-10654.0,-654348910592.0,3042.096977901455,898.279,345.985,-15.27,-117.79,-0.18581,-0.23632,-0.27171,6597.0,114907.0,2.73,7372975112192.0,1.459,-1.1566817658401358e+17,-16262,2.0872166,0.0,0.0,0,8.327018232068827,2.647370278856336,-75.51850345668971,15.600160578081091,0.34138,6945,37091.0,-409.0,-113.6,-117.79,6.82,7.88,2.74,7323.79,9.26,3.726,-13823.0,-9.26,B,C,D,D,A+,D,B
017670,SK텔레콤,KOSPI,4.0,218472992.0,594616.0,568737.0,0.28189,2.34,6.46166826881741e-05,10169917374464.0,46550.0,46726.0,47860.25,53700.0,0.0,0.061902404,-11.59696,-1.9,2.3200000000000007,0.31,173050.0,16121.0,79991.4,0.27925,157.5712452283796,51593.0,-654348910592.0,8615.710265916989,0.724,0.08,3.05,7.97,0.72220004,0.09636,0.06126,18823.0,191531.0,0.91,16865737834496.0,0.968,3.79,4118,0.5839252,11.29,7.14,3320,3.3220687102205555,-60.81852004960727,34.75397132894227,0.3846243502179538,0.30039,51911,69800.0,4934.0,9.4,7.97,7.85,3.5,6.2,3900.22,8.65,0.0,24527.0,2.639999999999999,E,C,C,B,H,D,D
010130,고려아연,KOSPI,3.9,19863200.0,57896.0,56601.0,0.20024,12.13,0.0003017137218575,9931600166912.0,500000.0,484650.0,542242.5,685000.0,0.0,0.061902404,-13.993174,-10.64,3.948,0.68,112194.0,9192.0,592322.0,0.098529994,31.04736939025315,7847.0,149369651200.0,39318.94156027226,2.649,1.048,7.24,9.38,0.09493,0.07037,0.0688,7810.0,28662.0,1.24,9552564060160.0,0.862,9.32,42967,0.89592963,11.73,3.97,20000,12.454895357228772,-1.578103809641228,-6.423258958755916,-5.038701435334786,0.54612,455251,648182.0,27319.0,18.3,9.38,7.69,4.67,3.45,11392.07,6.29,3.406,63570.0,5.44,C,C,C,B,G,D,D
